approved_symbol,key,value
CXCR4,NPYY3R,CD184
CXCR4,CXCR4,CD184
CXCR5,BLR1,CD185
CXCR5,CD185,CD185
CXCR5,MDR15,CD185
CXCR5,CXCR5,CD185
CXCR6,BONZO,CD186
CXCR6,CD186,CD186
CXCR6,STRL33,CD186
CXCR6,TYMSTR,CD186
CXCR6,CXCR6,CD186
DCHS1,CDH25,CDH25
DCHS1,CDHR6,CDH25
DCHS1,FIB1,CDH25
DCHS1,FLJ11790,CDH25
DCHS1,KIAA1773,CDH25
DCHS1,PCDH16,CDH25
DCHS1,DCHS1,CDH25
DCHS2,CDH27,CDHJ
DCHS2,CDHJ,CDHJ
DCHS2,CDHR7,CDHJ
DCHS2,FLJ20047,CDHJ
DCHS2,PCDH23,CDHJ
DCHS2,PCDHJ,CDHJ
DCHS2,DCHS2,CDHJ
DCTPP1,CDA03,CDA03
DCTPP1,MGC5627,CDA03
DCTPP1,RS21C6,CDA03
DCTPP1,XTP3TPA,CDA03
DCTPP1,DCTPP1,CDA03
DDR1,CD167,CD167
DDR1,EDDR1,CD167
DDR1,NTRK4,CD167
DDR1,PTK3A,CD167
DDR1,RTK6,CD167
DDR1,DDR1,CD167
DPAGT1,ALG7,CDGIJ
DPAGT1,CDGIJ,CDGIJ
DPAGT1,D11S366,CDGIJ
DPAGT1,DGPT,CDGIJ
DPAGT1,DPAGT,CDGIJ
DPAGT1,DPAGT2,CDGIJ
DPAGT1,GPT,CDGIJ
DPAGT1,DPAGT1,CDGIJ
DPM1,CDGIE,CDGIE
DPM1,MPDS,CDGIE
DPM1,DPM1,CDGIE
DPP4,ADCP2,CD26
DPP4,CD26,CD26
DPP4,DPPIV,CD26
DPP4,DPP4,CD26
DSC1,CDHF1,CDHF1
DSC2,CDHF2,CDHF2
DSC3,CDHF3,CDHF3
DSC3,DSC,CDHF3
DSC3,DSC4,CDHF3
DSG1,CDHF4,CDHF4
DSG1,DSG,CDHF4
DSG1,DSG1,CDHF4
DSG2,CDHF5,CDHF5
DSG2,DSG2,CDHF5
DSG3,CDHF6,CDHF6
DSG3,DSG3,CDHF6
DSG4,CDHF13,CDHF13
DSG4,LAH,CDHF13
DSG4,DSG4,CDHF13
DTL,CDT2,CDT2
DTL,DCAF2,CDT2
DTL,L2DTL,CDT2
DTL,RAMP,CDT2
DTL,DTL,CDT2
DTYMK,CDC8,CDC8
DTYMK,TMPK,CDC8
DTYMK,TYMK,CDC8
DTYMK,DTYMK,CDC8
EBP,CDPX2,CDPX2
EBP,CHO2,CDPX2
EBP,CPX,CDPX2
EBP,CPXD,CDPX2
EBP,EBP,CDPX2
ENG,CD105,CD105
ENG,END,CD105
ENG,HHT1,CD105
ENG,ORW,CD105
ENG,ORW1,CD105
ENG,ENG,CD105
ENPEP,CD249,CD249
ENPEP,GP160,CD249
ENPEP,ENPEP,CD249
ENPP3,B10,CD203C
ENPP3,CD203C,CD203C
ENPP3,GP130RB136,CD203C
ENPP3,PDIBETA,CD203C
ENPP3,PDNP3,CD203C
ENPP3,ENPP3,CD203C
ENTPD1,ATPDASE,CD39
ENTPD1,CD39,CD39
ENTPD1,NTPDASE1,CD39
ENTPD1,SPG64,CD39
ENTPD1,ENTPD1,CD39
ENTPD2,CD39L1,CD39L1
ENTPD2,NTPDASE2,CD39L1
ENTPD2,ENTPD2,CD39L1
ENTPD3,CD39L3,CD39L3
ENTPD3,HB6,CD39L3
ENTPD3,NTPDASE3,CD39L3
ENTPD3,ENTPD3,CD39L3
ENTPD5,CD39L4,CD39L4
ENTPD5,NTPDASE5,CD39L4
ENTPD5,PCPH,CD39L4
ENTPD5,ENTPD5,CD39L4
ENTPD6,CD39L2,CD39L2
ENTPD6,DJ738P153,CD39L2
ENTPD6,IL6ST2,CD39L2
ENTPD6,NTPDASE6,CD39L2
ENTPD6,ENTPD6,CD39L2
EPCAM,171A,CD326
EPCAM,323A3,CD326
EPCAM,CD326,CD326
EPCAM,CO17A,CD326
EPCAM,EGP2,CD326
EPCAM,EGP34,CD326
EPCAM,EGP40,CD326
EPCAM,EPCAM,CD326
EPCAM,ESA,CD326
EPCAM,GA7332,CD326
EPCAM,HEA125,CD326
EPCAM,KS14,CD326
EPCAM,KSA,CD326
EPCAM,LY74,CD326
EPCAM,M4S1,CD326
EPCAM,MH99,CD326
EPCAM,MIC18,CD326
EPCAM,MK1,CD326
EPCAM,MOC31,CD326
EPCAM,TACST1,CD326
EPCAM,TACSTD1,CD326
EPCAM,TROP1,CD326
ERBB2,CD340,CD340
ERBB2,HER2,CD340
ERBB2,NEU,CD340
ERBB2,NGL,CD340
ERBB2,ERBB2,CD340
EVI2B,CD361,CD361
EVI2B,D17S376,CD361
EVI2B,EVDB,CD361
EVI2B,EVI2B,CD361
F11R,CD321,CD321
F11R,JAM1,CD321
F11R,JAMA,CD321
F11R,JCAM,CD321
F11R,PAM1,CD321
F11R,F11R,CD321
F3,CD142,CD142
FARP1,CDEP,CDEP
FARP1,MGC87400,CDEP
FARP1,PLEKHC2,CDEP
FARP1,PPP1R75,CDEP
FARP1,FARP1,CDEP
FAS,APO1,CD95
FAS,APT1,CD95
FAS,CD95,CD95
FAS,FAS1,CD95
FAS,TNFRSF6,CD95
FAS,FAS,CD95
FASLG,APT1LG1,CD178
FASLG,CD178,CD178
FASLG,FASL,CD178
FASLG,TNFSF6,CD178
FASLG,FASLG,CD178
FAT1,CDHF7,CDHF7
FAT1,CDHR8,CDHF7
FAT1,FAT1,CDHF7
FAT2,CDHF8,CDHF8
FAT2,CDHR9,CDHF8
FAT2,HFAT2,CDHF8
FAT2,MEGF1,CDHF8
FAT2,FAT2,CDHF8
FAT3,CDHF15,CDHF15
FAT3,CDHR10,CDHF15
FAT3,KIAA1989,CDHF15
FAT3,FAT3,CDHF15
FAT4,CDHF14,CDHF14
FAT4,CDHR11,CDHF14
FAT4,FATJ,CDHF14
FAT4,FAT4,CDHF14
FBXW7,AGO,CDC4
FBXW7,CDC4,CDC4
FBXW7,FBW7,CDC4
FBXW7,FBX30,CDC4
FBXW7,FBXW6,CDC4
FBXW7,FLJ11071,CDC4
FBXW7,SEL10,CDC4
FBXW7,FBXW7,CDC4
FCAMR,CD351,CD351
FCAMR,FCAMR,CD351
FCAMR,FKSG87,CD351
FCAR,CD89,CD89
FCAR,FCAR,CD89
FCER2,CD23,CD23
FCER2,CD23A,CD23
FCER2,CLEC4J,CD23
FCER2,FCE2,CD23
FCER2,FCER2,CD23
FCGR1A,CD64,CD64
FCGR1A,CD64A,CD64
FCGR1A,FCGR1A,CD64
FCGR1B,CD64B,CD64B
FCGR1B,FCGR1B,CD64B
FCGR1CP,CD64C,CD64C
FCGR1CP,FCGR1C,CD64C
FCGR1CP,FCGR1CP,CD64C
FCGR2A,CD32A,CD32
FCGR2A,CDW32,CD32
FCGR2A,FCGR2A1,CD32
FCGR2A,IGFR2,CD32
FCGR2A,FCGR2A,CD32
FCGR2B,CD32B,CD32
FCGR2B,FCGR2B,CD32
FCGR2C,CD32C,CD32C
FCGR2C,HFCRIIC,CD32C
FCGR2C,FCGR2C,CD32C
FCGR3A,CD16A,CD16
FCGR3A,FCGR3A,CD16
FCGR3B,CD16B,CD16
FCGR3B,FCGR3B,CD16
FCRL1,CD307A,CD307A
FCRL1,FCRH1,CD307A
FCRL1,IFGP1,CD307A
FCRL1,IRTA5,CD307A
FCRL1,FCRL1,CD307A
FCRL2,CD307B,CD307B
FCRL2,FCRH2,CD307B
FCRL2,IRTA4,CD307B
FCRL2,SPAP1,CD307B
FCRL2,FCRL2,CD307B
FCRL3,CD307C,CD307C
FCRL3,FCRH3,CD307C
FCRL3,IFGP3,CD307C
FCRL3,IRTA3,CD307C
FCRL3,SPAP2,CD307C
FCRL3,SPAP2A,CD307C
FCRL3,SPAP2B,CD307C
FCRL3,SPAP2C,CD307C
FCRL3,SPAP2D,CD307C
FCRL3,SPAP2E,CD307C
FCRL3,FCRL3,CD307C
FCRL4,CD307D,CD307D
FCRL4,FCRH4,CD307D
FCRL4,IGFP2,CD307D
FCRL4,IRTA1,CD307D
FCRL4,FCRL4,CD307D
FCRL5,BXMAS1,CD307E
FCRL5,CD307E,CD307E
FCRL5,FCRH5,CD307E
FCRL5,IRTA2,CD307E
FCRL5,FCRL5,CD307E
FGFR1,BFGFR,CD331
FGFR1,CD331,CD331
FGFR1,CEK,CD331
FGFR1,FLG,CD331
FGFR1,FLT2,CD331
FGFR1,KAL2,CD331
FGFR1,NSAM,CD331
FGFR1,FGFR1,CD331
FGFR2,BEK,CD332
FGFR2,CD332,CD332
FGFR2,CEK3,CD332
FGFR2,CFD1,CD332
FGFR2,ECT1,CD332
FGFR2,JWS,CD332
FGFR2,KSAM,CD332
FGFR2,KGFR,CD332
FGFR2,TK14,CD332
FGFR2,TK25,CD332
FGFR2,FGFR2,CD332
FGFR3,ACH,CD333
FGFR3,CD333,CD333
FGFR3,CEK2,CD333
FGFR3,JTK4,CD333
FGFR3,FGFR3,CD333
FGFR4,CD334,CD334
FGFR4,JTK2,CD334
FGFR4,FGFR4,CD334
FLT3,CD135,CD135
FLT3,FLK2,CD135
FLT3,FLT3,CD135
FTSJ1,CDLIV,CDLIV
FTSJ1,JM23,CDLIV
FTSJ1,MRX44,CDLIV
FTSJ1,MRX9,CDLIV
FTSJ1,SPB1,CDLIV
FTSJ1,TRM7,CDLIV
FTSJ1,TRMT7,CDLIV
FTSJ1,FTSJ1,CDLIV
FUT3,CD174,CD174
FUT3,FUT3,CD174
FUT4,CD15,CD15
FUT4,ELFT,CD15
FUT4,FCT3A,CD15
FUT4,FUCTIV,CD15
FUT4,FUT4,CD15
FZD10,CD350,CD350
FZD10,FZD10,CD350
FZD4,CD344,CD344
FZD4,EVR1,CD344
FZD4,FZD4,CD344
FZD9,CD349,CD349
FZD9,FZD3,CD349
FZD9,FZD9,CD349
FZR1,CDC20C,CDH1
FZR1,FZR,CDH1
FZR1,FZR2,CDH1
FZR1,HCDH,CDH1
FZR1,HCDH1,CDH1
FZR1,KIAA1242,CDH1
FZR1,FZR1,CDH1
GDF5,BMP14,CDMP1
GDF5,CDMP1,CDMP1
GDF5,GDF5,CDMP1
GGT1,CD224,CD224
GGT1,D22S672,CD224
GGT1,D22S732,CD224
GGT1,GGT,CD224
GGT1,GGT1,CD224
GP1BA,CD42B,CD42B
GP1BA,GP1B,CD42B
GP1BA,GPIBALPHA,CD42B
GP1BA,GP1BA,CD42B
GP1BB,CD42C,CD42C
GP1BB,GPIBBETA,CD42C
GP1BB,GP1BB,CD42C
GP5,CD42D,CD42D
GP5,GP5,CD42D
GP9,CD42A,CD42A
GP9,GPIX,CD42A
GP9,GP9,CD42A
GYPA,CD235A,CD235A
GYPA,GPA,CD235A
GYPA,GYPA,CD235A
GYPB,CD235B,CD235B
GYPB,GPB,CD235B
GYPB,GYPB,CD235B
GYPC,CD236,CD236
GYPC,CD236R,CD236
GYPC,GPC,CD236
GYPC,GYPD,CD236
GYPC,GYPC,CD236
HAVCR1,CD365,CD365
HAVCR1,HAVCR,CD365
HAVCR1,HAVCR1,CD365
HAVCR1,KIM1,CD365
HAVCR1,TIM1,CD365
HAVCR1,TIMD1,CD365
HAVCR2,CD366,CD366
HAVCR2,FLJ14428,CD366
HAVCR2,TIM3,CD366
HAVCR2,TIMD3,CD366
HAVCR2,HAVCR2,CD366
HBB,BETAGLOBIN,CD113TC
HBB,CD113TC,CD113TC
HBB,HBB,CD113TC
HLA-J,CDA12,CDA12
HLA-J,D6S203,CDA12
HLA-J,HLA59,CDA12
HLA-J,HLACDA12,CDA12
HLA-J,HLAJ,CDA12
HMMR,CD168,CD168
HMMR,RHAMM,CD168
HMMR,HMMR,CD168
ICAM1,BB2,CD54
ICAM1,CD54,CD54
ICAM1,ICAM1,CD54
ICAM2,CD102,CD102
ICAM2,ICAM2,CD102
ICAM3,CD50,CD50
ICAM3,CDW50,CD50
ICAM3,ICAMR,CD50
ICAM3,ICAM3,CD50
ICAM4,CD242,CD242
ICAM4,ICAM4,CD242
ICOS,AILIM,CD278
ICOS,CD278,CD278
ICOS,ICOS,CD278
ICOSLG,B7H2,CD275
ICOSLG,B7RP1,CD275
ICOSLG,CD275,CD275
ICOSLG,GL50,CD275
ICOSLG,ICOSL,CD275
ICOSLG,KIAA0653,CD275
ICOSLG,ICOSLG,CD275
IFITM1,927,CD225
IFITM1,CD225,CD225
IFITM1,DSPA2A,CD225
IFITM1,IFI17,CD225
IFITM1,IFITM1,CD225
IFNGR1,CD119,CD119
IFNGR1,IFNGR,CD119
IFNGR1,IFNGR1,CD119
IFT81,CDV1R,CDV1
IFT81,CDV1,CDV1
IFT81,MGC4027,CDV1
IFT81,IFT81,CDV1
IGF1R,CD221,CD221
IGF1R,IGFIR,CD221
IGF1R,IGFR,CD221
IGF1R,JTK13,CD221
IGF1R,MGC18216,CD221
IGF1R,IGF1R,CD221
IGF2R,CD222,CD222
IGF2R,CIM6PR,CD222
IGF2R,CIMPR,CD222
IGF2R,MPR1,CD222
IGF2R,MPR300,CD222
IGF2R,MPRI,CD222
IGF2R,IGF2R,CD222
IGLL1,141,CD179B
IGLL1,CD179B,CD179B
IGLL1,IGL5,CD179B
IGLL1,IGLL,CD179B
IGLL1,IGVPB,CD179B
IGLL1,IGLL1,CD179B
IGSF8,CD316,CD316
IGSF8,CD81P3,CD316
IGSF8,EWI2,CD316
IGSF8,PGRL,CD316
IGSF8,IGSF8,CD316
IL10RA,CD210,CD210
IL10RA,CD210A,CD210
IL10RA,CDW210A,CD210
IL10RA,HIL10R,CD210
IL10RA,IL10R,CD210
IL10RA,IL10RA,CD210
IL10RB,CDW210B,CDW210B
IL10RB,CRF24,CDW210B
IL10RB,CRFB4,CDW210B
IL10RB,D21S58,CDW210B
IL10RB,D21S66,CDW210B
IL10RB,IL10R2,CDW210B
IL10RB,IL10RB,CDW210B
IL12RB1,CD212,CD212
IL12RB1,IL12RB,CD212
IL12RB1,IL12RB1,CD212
IL13RA1,CD213A1,CD213A1
IL13RA1,IL13RA,CD213A1
IL13RA1,NR4,CD213A1
IL13RA1,IL13RA1,CD213A1
IL13RA2,CD213A2,CD213A2
IL13RA2,CT19,CD213A2
IL13RA2,IL13R,CD213A2
IL13RA2,IL13BP,CD213A2
IL13RA2,IL13RA2,CD213A2
IL15RA,CD215,CD215
IL15RA,IL15RA,CD215
IL17RA,CD217,CD217
IL17RA,CDW217,CD217
IL17RA,HIL17R,CD217
IL17RA,IL17RA,CD217
IL17RA,IL17R,CD217
IL18R1,CD218A,CD218A
IL18R1,IL1RRP,CD218A
IL18R1,IL18R1,CD218A
IL18RAP,ACPL,CD218B
IL18RAP,CD218B,CD218B
IL18RAP,IL18RAP,CD218B
IL1R1,CD121A,CD121A
IL1R1,D2S1473,CD121A
IL1R1,IL1R,CD121A
IL1R1,IL1RA,CD121A
IL1R1,IL1R1,CD121A
IL1R2,CD121B,CD121B
IL1R2,IL1RB,CD121B
IL1R2,IL1R2,CD121B
IL21R,CD360,CD360
IL21R,IL21R,CD360
IL2RA,IDDM10,CD25
IL2RA,IL2R,CD25
IL2RA,IL2RA,CD25
IL2RB,CD122,CD122
IL2RB,IL15RB,CD122
IL2RB,IL2RB,CD122
IL2RG,CD132,CD132
IL2RG,CIDX,CD132
IL2RG,IMD4,CD132
IL2RG,SCIDX1,CD132
IL2RG,IL2RG,CD132
IL3RA,CD123,CD123
IL3RA,IL3RA,CD123
IL4R,CD124,CD124
IL4R,IL4R,CD124
IL5RA,CD125,CD125
IL5RA,CDW125,CD125
IL5RA,IL5R,CD125
IL5RA,IL5RA,CD125
IL6R,CD126,CD126
IL6R,IL6R,CD126
IL6ST,CD130,CD130
IL6ST,GP130,CD130
IL6ST,IL6ST,CD130
IL7R,CD127,CD127
IL7R,IL7RA,CD127
IL7R,IL7R,CD127
IL9R,CD129,CD129
IL9R,IL9R,CD129
INSR,CD220,CD220
INSR,INSR,CD220
ISG20,HEM45,CD25
ISG20,ISG20,CD25
ITFG1,CDA08,CDA08
ITFG1,LNKN1,CDA08
ITFG1,TIP,CDA08
ITFG1,ITFG1,CDA08
ITGA1,CD49A,CD49A
ITGA1,VLA1,CD49A
ITGA1,ITGA1,CD49A
ITGA2,CD49B,CD49B
ITGA2,ITGA2,CD49B
ITGA2B,CD41,CD41
ITGA2B,CD41B,CD41
ITGA2B,GP2B,CD41
ITGA2B,PPP1R93,CD41
ITGA2B,ITGA2B,CD41
ITGA3,CD49C,CD49C
ITGA3,GAPB3,CD49C
ITGA3,MSK18,CD49C
ITGA3,VCA2,CD49C
ITGA3,VLA3A,CD49C
ITGA3,ITGA3,CD49C
ITGA4,CD49D,CD49D
ITGA4,ITGA4,CD49D
ITGA5,CD49E,CD49E
ITGA5,FNRA,CD49E
ITGA5,ITGA5,CD49E
ITGA6,CD49F,CD49F
ITGA6,ITGA6,CD49F
ITGAD,ADB2,CD11D
ITGAD,CD11D,CD11D
ITGAD,ITGAD,CD11D
ITGAE,CD103,CD103
ITGAE,HUMINAE,CD103
ITGAE,ITGAE,CD103
ITGAL,CD11A,CD11A
ITGAL,ITGAL,CD11A
ITGAM,CD11B,CD11B
ITGAM,CR3A,CD11B
ITGAM,ITGAM,CD11B
ITGAV,CD51,CD51
ITGAV,MSK8,CD51
ITGAV,VNRA,CD51
ITGAV,VTNR,CD51
ITGAV,ITGAV,CD51
ITGAX,CD11C,CD11C
ITGAX,ITGAX,CD11C
ITGB1,CD29,CD29
ITGB1,FNRB,CD29
ITGB1,GPIIA,CD29
ITGB1,MDF2,CD29
ITGB1,MSK12,CD29
ITGB1,ITGB1,CD29
ITGB2,CD18,CD18
ITGB2,MFI7,CD18
ITGB2,ITGB2,CD18
ITGB3,CD61,CD61
ITGB3,GP3A,CD61
ITGB3,GPIIIA,CD61
ITGB3,ITGB3,CD61
ITGB4,CD104,CD104
ITGB4,ITGB4,CD104
JAG1,AGS,CD339
JAG1,AHD,CD339
JAG1,AWS,CD339
JAG1,CD339,CD339
JAG1,HJ1,CD339
JAG1,JAGL1,CD339
JAG1,JAG1,CD339
JAM2,C21ORF43,CD322
JAM2,CD322,CD322
JAM2,JAMB,CD322
JAM2,VEJAM,CD322
JAM2,JAM2,CD322
JKAMP,C14ORF100,CDA06
JKAMP,CDA06,CDA06
JKAMP,HSPC213,CDA06
JKAMP,HSPC327,CDA06
JKAMP,JAMP,CDA06
JKAMP,JKAMP,CDA06
KDR,CD309,CD309
KDR,FLK1,CD309
KDR,VEGFR,CD309
KDR,VEGFR2,CD309
KDR,KDR,CD309
KEL,CD238,CD238
KEL,ECE3,CD238
KEL,KEL,CD238
KIR2DL1,4711,CD158A
KIR2DL1,CD158A,CD158A
KIR2DL1,CL42,CD158A
KIR2DL1,NKAT1,CD158A
KIR2DL1,P581,CD158A
KIR2DL1,KIR2DL1,CD158A
KIR2DL2,CD158B1,CD158K
KIR2DL2,CL43,CD158K
KIR2DL2,NKAT6,CD158K
KIR2DL2,KIR2DL2,CD158K
KIR2DL3,CD158B2,CD158B2
KIR2DL3,CL6,CD158B2
KIR2DL3,NKAT2,CD158B2
KIR2DL3,NKAT2A,CD158B2
KIR2DL3,NKAT2B,CD158B2
KIR2DL3,P58,CD158B2
KIR2DL3,KIR2DL3,CD158B2
KIR2DL4,103AS,CD158D
KIR2DL4,15212,CD158D
KIR2DL4,CD158D,CD158D
KIR2DL4,KIR2DL4,CD158D
KIR2DL5A,CD158F,CD158F
KIR2DL5A,KIR2DL5,CD158F
KIR2DL5A,KIR2DL51,CD158F
KIR2DL5A,KIR2DL5A,CD158F
KIR2DS1,CD158H,CD158H
KIR2DS1,EB6ACTI,CD158H
KIR2DS1,EB6ACTII,CD158H
KIR2DS1,KIR2DS1,CD158H
KIR2DS2,183ACTI,CD158J
KIR2DS2,CD158J,CD158J
KIR2DS2,CL49,CD158J
KIR2DS2,NKAT5,CD158J
KIR2DS2,KIR2DS2,CD158J
KIR2DS4,CD158I,CD158I
KIR2DS4,CL39,CD158I
KIR2DS4,KKA3,CD158I
KIR2DS4,NKAT8,CD158I
KIR2DS4,KIR2DS4,CD158I
KIR2DS5,CD158G,CD158G
KIR2DS5,NKAT9,CD158G
KIR2DS5,KIR2DS5,CD158G
KIR3DL1,AMB11,CD158E1
KIR3DL1,CD158E1,CD158E1
KIR3DL1,CD158E12,CD158E1
KIR3DL1,CD158E2,CD158E1
KIR3DL1,CL11,CD158E1
KIR3DL1,CL2,CD158E1
KIR3DL1,KIR,CD158E1
KIR3DL1,NKAT3,CD158E1
KIR3DL1,NKB1,CD158E1
KIR3DL1,NKB1B,CD158E1
KIR3DL1,KIR3DL1,CD158E1
KIR3DL2,CL5,CD158K
KIR3DL2,NKAT4,CD158K
KIR3DL2,NKAT4A,CD158K
KIR3DL2,NKAT4B,CD158K
KIR3DL2,KIR3DL2,CD158K
KIR3DL3,CD158Z,CD158Z
KIR3DL3,KIR3DL7,CD158Z
KIR3DL3,KIR44,CD158Z
KIR3DL3,KIRC1,CD158Z
KIR3DL3,KIR3DL3,CD158Z
KIR3DP1,CD158C,CD158C
KIR3DP1,KIR2DS6,CD158C
KIR3DP1,KIR3DS2P,CD158C
KIR3DP1,KIR48,CD158C
KIR3DP1,KIRX,CD158C
KIR3DP1,KIR3DP1,CD158C
KIT,CKIT,CD117
KIT,CD117,CD117
KIT,PBT,CD117
KIT,SCFR,CD117
KIT,KIT,CD117
KLRB1,CD161,CD161
KLRB1,CLEC5B,CD161
KLRB1,HNKRP1A,CD161
KLRB1,NKR,CD161
KLRB1,NKRP1,CD161
KLRB1,NKRP1A,CD161
KLRB1,KLRB1,CD161
KLRC1,CD159A,CD159A
KLRC1,NKG2,CD159A
KLRC1,NKG2A,CD159A
KLRC1,NKG2B,CD159A
KLRC1,KLRC1,CD159A
KLRC2,CD159C,CD159C
KLRC2,NKG2C,CD159C
KLRC2,KLRC2,CD159C
KLRD1,CD94,CD94
KLRD1,KLRD1,CD94
KLRK1,CD314,CD314
KLRK1,D12S2489E,CD314
KLRK1,KLR,CD314
KLRK1,NKG2D,CD314
KLRK1,KLRK1,CD314
L1CAM,CD171,CD171
L1CAM,HSAS,CD171
L1CAM,HSAS1,CD171
L1CAM,MASA,CD171
L1CAM,MIC5,CD171
L1CAM,S10,CD171
L1CAM,SPG1,CD171
L1CAM,L1CAM,CD171
LAG3,CD223,CD223
LAG3,LAG3,CD223
LAIR1,CD305,CD305
LAIR1,LAIR1,CD305
LAIR2,CD306,CD306
LAIR2,LAIR2,CD306
LAMP1,CD107A,CD107A
LAMP1,LAMP1,CD107A
LAMP2,CD107B,CD107B
LAMP2,LAMP2,CD107B
LAMP3,CD208,CD208
LAMP3,DCLAMP,CD208
LAMP3,LAMP,CD208
LAMP3,TSC403,CD208
LAMP3,LAMP3,CD208
LEPR,CD295,CD295
LEPR,OBR,CD295
LEPR,LEPR,CD295
LIF,CDF,CDF
LIF,DIA,CDF
LIF,HILDA,CDF
LIF,LIF,CDF
LIFR,CD118,CD118
LIFR,LIFR,CD118
LILRA1,CD85I,CD85I
LILRA1,LIR6,CD85I
LILRA1,LILRA1,CD85I
LILRA2,CD85H,CD85H
LILRA2,ILT1,CD85H
LILRA2,LIR7,CD85H
LILRA2,LILRA2,CD85H
LILRA3,CD85E,CD85E
LILRA3,HM31,CD85E
LILRA3,HM43,CD85E
LILRA3,ILT6,CD85E
LILRA3,LIR4,CD85E
LILRA3,LILRA3,CD85E
LILRA4,CD85G,CD85G
LILRA4,ILT7,CD85G
LILRA4,LILRA4,CD85G
LILRA5,CD85F,CD85
LILRA5,ILT11,CD85
LILRA5,LILRB7,CD85
LILRA5,LIR9,CD85
LILRA5,LILRA5,CD85
LILRA6,CD85B,CD85B
LILRA6,ILT8,CD85B
LILRA6,LILRB6,CD85B
LILRA6,LILRA6,CD85B
LILRB1,CD85J,CD85
LILRB1,ILT2,CD85
LILRB1,LIR1,CD85
LILRB1,MIR7,CD85
LILRB1,LILRB1,CD85
LILRB2,CD85D,CD85D
LILRB2,ILT4,CD85D
LILRB2,LIR2,CD85D
LILRB2,MIR10,CD85D
LILRB2,LILRB2,CD85D
LILRB3,CD85A,CD85A
LILRB3,HL9,CD85A
LILRB3,ILT5,CD85A
LILRB3,LIR3,CD85A
LILRB3,LILRB3,CD85A
LILRB4,CD85K,CD85K
LILRB4,HM18,CD85K
LILRB4,ILT3,CD85K
LILRB4,LIR5,CD85K
LILRB4,LILRB4,CD85K
LILRB5,CD85C,CD85C
LILRB5,LIR8,CD85C
LILRB5,LILRB5,CD85C
LILRP1,CD85L,CD85L
LILRP1,ILT9,CD85L
LILRP1,LILRA6P,CD85L
LILRP1,LILRP1,CD85L
LILRP2,CD85M,CD85M
LILRP2,ILT10,CD85M
LILRP2,LILRP2,CD85M
LRBA,BGL,CDC4L
LRBA,CDC4L,CDC4L
LRBA,LAB300,CDC4L
LRBA,LBA,CDC4L
LRBA,LRBA,CDC4L
LRMDA,C10ORF11,CDA017
LRMDA,CDA017,CDA017
LRMDA,OCA7,CDA017
LRMDA,LRMDA,CDA017
LRP1,A2MR,CD91
LRP1,APOER,CD91
LRP1,APR,CD91
LRP1,CD91,CD91
LRP1,IGFBP3R,CD91
LRP1,IGFBP3R1,CD91
LRP1,LRP,CD91
LRP1,LRP1A,CD91
LRP1,LRP1,CD91
LY75,CD205,CD205
LY75,CLEC13B,CD205
LY75,DEC205,CD205
LY75,LY75,CD205
LY9,CD229,CD229
LY9,HLY9,CD229
LY9,MLY9,CD229
LY9,SLAMF3,CD229
LY9,LY9,CD229
M6PR,CDM6PR,CDMPR
M6PR,CDMPR,CDMPR
MCAM,CD146,CD146
MCAM,MUC18,CD146
MCAM,MCAM,CD146
MCM2,BM28,CDC19
MCM2,CCNL1,CDC19
MCM2,CDC19,CDC19
MCM2,CDCL1,CDC19
MCM2,D3S3194,CDC19
MCM2,DFNA70,CDC19
MCM2,KIAA0030,CDC19
MCM4,CDC21,CDC21
MCM4,CDC54,CDC21
MCM4,HCDC21,CDC21
MCM4,MGC33310,CDC21
MCM4,P1CDC21,CDC21
MCM4,MCM4,CDC21
MCM5,CDC46,CDC46
MCM5,MCM5,CDC46
MCM7,CDC47,CDC47
MCM7,PPP1R104,CDC47
MCM7,MCM7,CDC47
MELTF,CD228,CD228
MELTF,FLJ38863,CD228
MELTF,MAP97,CD228
MELTF,MFI2,CD228
MELTF,MGC4856,CD228
MELTF,MTF,CD228
MELTF,MTF1,CD228
MELTF,MELTF,CD228
MIA,CDRAP,CDRAP
MIA,MIA,CDRAP
MME,CALLA,CD10
MME,CD10,CD10
MME,MME,CD10
MOSPD3,CDS3,CDS3
MOSPD3,NET30,CDS3
MOSPD3,MOSPD3,CDS3
MPDU1,CDGIF,CDGIF
MPDU1,LEC35,CDGIF
MPDU1,PQLC5,CDGIF
MPDU1,SL15,CDGIF
MPDU1,SLC66A5,CDGIF
MPDU1,MPDU1,CDGIF
MPL,CD110,CD110
MPL,TPOR,CD110
MPL,MPL,CD110
MRC1,BA541I191,CD206
MRC1,CD206,CD206
MRC1,CLEC13D,CD206
MRC1,CLEC13DL,CD206
MRC1,MRC1L1,CD206
MRC1,MRC1,CD206
MRC2,CD280,CD280
MRC2,CLEC13E,CD280
MRC2,ENDO180,CD280
MRC2,KIAA0709,CD280
MRC2,MRC2,CD280
MRPL51,BMRP64,CDA09
MRPL51,CDA09,CDA09
MRPL51,HSPC241,CDA09
MRPL51,MRP64,CDA09
MRPL51,MRPL51,CDA09
MS4A1,BP35,CD20
MS4A1,CD20,CD20
MS4A1,MS4A2,CD20
MS4A1,MS4A1,CD20
MS4A10,CD20L7,CD20L7
MS4A10,MS4A9,CD20L7
MS4A10,MS4A10,CD20L7
MS4A3,CD20L,CD20L
MS4A3,HTM4,CD20L
